handle;displayName;description;centrality;pageRank;community;insideFollowers;followersCount;followsCount;postsCount
klburke.bsky.social;Katie L. Burke;"I help scientists tell their stories, share the wonder of science, and discuss the barriers to doing better science. Digital features editor at American Scientist. 🧪 (Illustration by Julia Bollinger)
www.linkedin.com/in/katielynnburke";5,05288456881809e+02;6,04563147191849e-05;7;42;162;112;30
franka.bsky.social;Franka Pues;PhD @ KCL & Graduate Fellow @ YTL Centre. Visiting @ HU Berlin. International criminal law + public international law, tech + evidence ;5,81071313327308e+02;4,35439745324070e-05;1;35;74;102;2
smccormick.bsky.social;Sarah McCormick;"Postdoc & Future Faculty Fellow in the PINE Lab at Northeastern University | PhD in Dev Sci | Interested in neural development, social cognition, and family systems | she/her | **On the Job Market**

https://sites.google.com/northeastern.edu/sarahmccormick";2,37983442615374e+02;4,55401426113096e-05;5;46;77;128;0
ajshackman.bsky.social;Alex Shackman;"Director, Laboratory for Affective & Translational Neuroscience, University of Maryland
Nature, Neurobiology, and Psychiatric Ramifications of Fear & Anxiety";1,97062608864876e+02;5,41150277517777e-05;5;60;142;46;2
katepeters3.bsky.social;Dr Kate Peters;Leverhulme Early Career Fellow at the University of Sussex. Interested in all things dopamine, neuronal ensembles, learning, food, reward, addiction. She/Her;4,05056679978547e+03;6,38887157223632e-05;5;65;142;252;2
rademaker.bsky.social;Rosanne Rademaker;Max Planck group leader at ESI Frankfurt | human cognition, fMRI, MEG, computation | behind the scenes activism for equal opportunity | she/her;7,51158632562637e+02;6,80633204876337e-05;5;61;112;259;0
booksoflaw.bsky.social;Thom Gobbitt;"I'm an early #medievalist, focusing on the #history of #law and #lawbooks from the sixth to thirteenth centuries. Postdoc historian on the #PresentDead project.
I'm also slowly creating a #ttrpg based on the early #medieval #Lombard laws, #LangobardRPG";1,37540008605686e+03;6,03224467891334e-05;8;46;180;257;86
katiemckissick.bsky.social;Katie McKissick;AKA Beatrice the Biologist. Science illustrations, comics, and books. Lover of science and nature. She/her. Currently in Los Angeles. ;2,00291215713698e+02;7,73444383516238e-05;7;46;145;56;24
markedsouza1.bsky.social;Mark Dsouza;Philosophy, juris, crim law, jazz, food. Current Legal Problems, Criminal Law & Philosophy, Criminal Justice Theory Blog, Assize Seminars. UCL Laws;1,44853198900459e+03;4,92078199925666e-05;1;39;98;140;3
castltrastondrs.bsky.social;TRAstonDrs;"""Not all those who wander are lost""#Tolkien #Scientist #Clinicalresearcher #DrugDevelopment R&D 🧬🔬📚🔎🦠🧫 📌@CastlTrAstonDrs@med-mastodon.com  
Melbourne 🇦🇺 Oxford 🇬🇧 ";2,67243759910826e+03;4,66976788053622e-05;7;49;637;342;2553
surlyscientist.bsky.social;Sara Cannon, PhD;Centre for Indigenous Fisheries postdoc @ubcoceans.bsky.social • UBC Geog & UC Santa Cruz alum • Settler • She/her • 🏳️‍🌈 • saracannon.ca • bit.ly/decolonizing-conservation-2;2,53708347379600e+03;6,65227290058587e-05;7;51;158;228;28
smqpsych.bsky.social;Sarah MacQuarrie;"Senior Lecturer and researcher at the University of Manchester.  
Interested in psychology, education and all things research related. Open research and open science supporter. 
Find out more about me here: https://t.co/slC1giXjDI";2,24640390537242e+03;4,08074255484644e-05;5;36;96;236;19
nimishabarton.bsky.social;Nimisha Barton;"Writer, Educator, DEI Practitioner. Visiting Researcher at UCIrvine. Author of Reproductive Citizens & A Just Future w/Cornell University Press. Rogue scholar. Rage writer.
";3,37433915932252e+02;4,54367823507702e-05;8;35;112;121;21
emyang.bsky.social;Dr. Elisabeth M. Yang;"Philosophically-bent, historian/childhood studies PhD, Wellcome Trust Fellow, history of medicine, material culture/moral babies & children/amateur thespian/tea snob

Based in the School of Philosophy, Religion and History of Science at University of Leeds";1,28735946861847e+03;4,62382681316152e-05;8;37;89;129;6
melville-society.bsky.social;The Melville Society;The Melville Society, a 501(c)(3) non-profit organization, brings together scholars, readers, and artists through the study and appreciation of the life and works of the author Herman Melville. www.melvillesociety.org;3,86731287100175e+02;7,62025208144118e-05;8;36;174;90;37
elisestickles.bsky.social;🌵 Elise Stickles 🍁;"assistant professor of English Language 
at the University of British Columbia. cognitive linguistics, metaphor theory, corpus linguistics, gesture studies.

http://elisestickles.com";1,55096019011692e+03;7,22737263011956e-05;5;65;168;141;4
liisagalea.bsky.social;Liisa Galea;Neuroscientist, Treliving Family Chair in Women’s Mental Health, Prof U Toronto (formerly UBC), Mom, Senior Scientist CAMH ;6,29859040177893e+02;7,81754480418087e-05;5;87;221;86;19
annecmg.bsky.social;Anne Kupczok;Assistant professor at Wageningen University, interested in Comparative Microbial Genomics, Phage genomics, Evolution;3,98083210950279e+03;6,94750798205134e-05;6;75;215;227;10
hause.bsky.social;Hause;"post-doc in @GordPennycook/@DG_Rand's labs @Cornell/@MIT; phd with @minzlicht @UofT; use data to study how we make decisions";2,54824782688670e+02;4,11801522259167e-05;5;34;96;27;0
hellawyn.bsky.social;🎄🇺🇦 Talvi 🦁❄️;"Figuring out what I’ll rant about next. • they/she 

>historian exploring the engineering universe 
>editorial assistant judging your formatting mistakes
>queer conquering alphabets 
>misfit & mischief & whatever ";1,71595809934179e+03;4,31829469247948e-05;8;35;92;123;168
lucyjones.bsky.social;Lucy Jones;"Sociolinguist at University of Nottingham, UK, researching language, gender & sexuality, especially LGBTQ+ youth identity. She/her. Views my own. 

";3,12730794391588e+03;6,02646286973268e-05;5;47;260;206;114
drjamesbrown.bsky.social;James Brown;"Lapsed early modern historian, now knowledge exchange professional at the University of Sheffield. Likes: intoxicants and the supernatural; the digital humanities; public engagement, KE, and impact; and folk horror, old churches, and photography.";2,00826935167648e+02;5,00863448284260e-05;8;35;98;104;5
warrenpearce.bsky.social;Warren Pearce ;Academic researching & teaching digital methods, social media life of climate change, how digital platforms are changing expertise, environmental images. #AcademicSky #STS https://www.sheffield.ac.uk/socstudies/people/academic-staff/warren-pearce;6,48617498277181e+02;4,24321102830622e-05;3;33;93;90;19
emmatecwyn.bsky.social;Emma Tecwyn;"Senior Lecturer in Psychology | Cognitive development & comparative cognition research | Open science | Kidney transplant recipient
https://emmatecwyn.weebly.com/ ";8,05352545780542e+02;5,26349861784591e-05;5;51;93;133;1
hopeandseaweed.bsky.social;Dr. Lindsay Green-Gavrielidis (she/her);PI of the Marine Ecology Lab @ Salve Regina | Seaweed science for everyone🌊🦀🤿 | Academic mom of 2 | Plant 🌱 and aussie 🐶 lover | Passionate about pedagogy and undergraduate research | Views my own |;4,26907662944249e+03;5,78167947860673e-05;7;56;190;250;22
robkirk.bsky.social;Robert Kirk;"Historian. Interested in our environment, humans, animals, science, technology and health.

University of Manchester, UK.";7,97704594815390e+02;4,86694426300061e-05;8;39;77;121;0
leenalindell.bsky.social;Leena Lindell;Phd student at the University of York & NRM/ Science Museum Group 🚂 Archivist & museum professional. Transnational social networks, SNA, colonialism, railways & 1930s China. Nordic colonialism, Petsamo, photography #histsci;5,29044936028223e+03;4,29839412269743e-05;9;32;84;90;12
asfp.io;ASFP;"Application Statement Feedback Program. Making psychology PhD apps more equitable w/ free, double-blind, expert feedback on app statements. 2023 SIPS Mission Award winner.
www.asfp.io";1,04941860296097e+03;6,42327115191129e-05;5;55;115;134;22
christopherewing.bsky.social;Christopher Ewing ;Queer historian at Purdue working on sex/tourism, race, desire in postwar Germany. he/him.;1,72149575956509e+03;5,70597960130534e-05;8;44;122;108;10
harcel.bsky.social;Marcel Haas;Data scientist: asst prof in population health @ Leiden University Medical Center. Former astrophysicist: extronomer! Beer sommelier. Pythonista. Aspiring Bayesian. Dad. ;3,99778490474137e+03;5,96548224009187e-05;7;43;278;362;244
joedunman.bsky.social;Joe Dunman;Asst. Prof @LouisvilleLaw (teaching torts and writing, writing on discrim and religion), former Managing Attorney @HumanRightsKY, lawyer for KY plaintiffs in Obergefell v Hodges. Mistakes are my own.;8,76313136243875e+02;8,34128698567294e-05;1;47;246;182;377
joshuadmshaw.bsky.social;Joshua Shaw;Lecturer in Law at Kent Law School. Critical legal theorist. Study medical law, and the lawful use and disposal of dead bodies and body parts. He/him.;7,10325657143569e+02;5,08981606071570e-05;1;40;108;107;9
aquaticmicrolab.bsky.social;Michael Henson, Ph.D.;"Assistant Professor at Northern Illinois University
Aquatic Microbiology 🦠🌊☀️
https://www.theaquaticmicrobiologylab.com/";1,30846248752175e+03;6,95336247236536e-05;6;79;267;233;45
luilog.bsky.social;Luise Loges;Antiquities crime researcher, science communicator, freelance translator, part-time journalist, full-time nerd. I should be writing.;1,94028829077701e+03;5,73990793323377e-05;3;39;301;321;689
carohautekiet.bsky.social;Caro Hautekiet;Postdoc studying Working Memory and Attention @ University of Zürich, Switzerland 🇨🇭;3,53122947281601e+03;5,68474971615075e-05;5;60;136;156;11
lilacsunday.bsky.social;LilacSunday;History, art, science, genealogy, California, and wildlife.  Profile 📷: Self Portrait of Sarah Goodridge, 1830.;5,64769167111228e+03;4,53834599419371e-05;3;35;274;579;337
emmawilson.bsky.social;Emma Wilson;PhD student, evidence synthesis, open research enthusiast, neurodivergent 🧠, she/her;1,35474509603524e+03;4,78651808987153e-05;5;42;148;196;9
milank.bsky.social;Milan Klöwer;Climate scientist @MIT, PhD @UniofOxford. #JuliaLang, open source, low carbon, free education, vegan, 🗻+🚲+coop🏡. Cars ruin cities. *354ppm he|him;2,17409091688214e+03;4,77862263642723e-05;7;33;160;177;49
jeremyjbarr.bsky.social;Jeremy Barr;Bacteriophage biologist and enthusiast. Associate Professor at the School of Biological Sciences, Monash University.;1,30948737569751e+03;6,99455061464788e-05;6;75;228;90;16
susanrojas.bsky.social;susan rojas;MA English. Independent scholar exploring affective and transitional ecologies in early modern drama. Co-editor / Kritikon Litterarum. Nascent freelance editor (Certificate in Editing, University of Chicago).;7,19867089016858e+02;5,36713649727930e-05;8;40;134;168;94
dagmarfreist.bsky.social;Dagmar Freist;"Just arrived here from X: Historian as profession and out of passion; global history, religious diversity, political culture, practice theory; I love music; @Prize_Papers @UniOldenburg @intoxspaces @DiVIAS www.prizepapers.de";5,71897501109455e+02;5,29593469445722e-05;8;40;130;106;38
alanlee.bsky.social;Alan Lee;"perception, metacognition, visual processing, adaptation and learning; hongkonger";1,10604696532289e+03;4,01239010971777e-05;5;43;74;92;0
anna-phd.bsky.social;Anna Smith;"contemporary composition | tech & new media | learning theory & educational justice | she/her | 
@EduNowLab | Exec B @NCRLLorg | Past Chair AERA @writinglit";1,08837570960071e+03;5,46486754276963e-05;3;43;207;202;12
alittleroad.bsky.social;Lucy Barnes;Editor at Open Book Publishers • ScholarLed • Copim • Open Access Books Network • Intermittently studying 19thC theatre & adaptation • All things open access books • Also on @alittleroad@hcommons.social (Masto) & @alittleroad (former bird app) • She/her;5,70804018729521e+03;5,59984227597989e-05;8;40;230;519;3
benjedwards.bsky.social;Benj Edwards;AI and ML Reporter, Ars Technica. Tech Historian. Bylines Fast Company / The Atlantic / Retronauts. http://www.benjedwards.com Founder http://Vintagecomputing.com;4,69963456515324e+02;4,76881711067424e-05;3;32;1051;162;756
shanewriter.bsky.social;Shane O'Mara;"Neuroscientist, psychologist, writer; Prof Exp Brain Res, Trinity College Dublin; newsletter @ www.brainpizza.com; New book: Talking Heads @ www.shaneomarawriter.com";7,67809684034418e+03;4,24597466419667e-05;5;35;114;283;51
obarnstedt.bsky.social;Oliver Barnstedt;Neuroscientist at LIN Magdeburg and DZNE Bonn, working on reward learning and spatial navigation;4,54643029611757e+02;4,99461520628543e-05;5;54;130;182;3
diyclassics.bsky.social;P.J. Burns;Associate Research Scholar, Digital Projects @ ISAW Library | prev. Quantitative Criticism Lab (UT-Austin) & Culture, Cognition, Coevolution Lab (Harvard) | Fordham PhD, #Classics | #DigiClass, #Latin, #Greek | LatinCy dev, CLTK contrib | #Python;5,37601073949140e+02;5,47732106105415e-05;8;41;148;91;6
lavishaparab.bsky.social;Lavisha Parab ;"PhD student at MPI Evolbio
phage/bacteria/antibiotic resistance
Interested in microbiomes
she/her 💜
Love experimenting, science & politics
Ex-IIT KGP
Neurodiv.";1,50352638096712e+04;8,89458895781616e-05;6;97;228;312;194
toddthelinguist.bsky.social;Todd Snider ;"A collection of non-detached linguist parts.
PhD Cornell, currently a postdoc at Eberhard Karls Universität Tübingen
(he/him)";1,51794140361754e+03;8,47877579061711e-05;5;69;205;136;100
mrwarden.bsky.social;Melissa Warden;Assistant professor of Neurobiology and Behavior at Cornell. Neuromodulation, neural circuits, and brain states. Who knows what the tide could bring.;1,08817479995955e+03;6,26067434664381e-05;5;54;130;170;0
vizecolin.bsky.social;Colin Vize;"Incoming Assistant Professor @Pitt. Interested in personality, methods, and open science. @VizeColin over on Twitter
 ";3,16256639444209e+02;4,85630877202992e-05;5;40;87;109;0
paulcoxon.bsky.social;Paul Coxon ;Physicist in Materials Science researching solar cells, molten salts, and sustainable energy ☀️ With added bikes and allotment content 🪴🥦🍆🧅;2,27288686329348e+03;7,09263691822040e-05;7;59;335;240;39
danudwary.secondarymetabolism.com;Dan Udwary;Natural products biosynthesis and computational biologist at JGI. Host of http://naturalprodcast.com My account, not my employer's. Also @danudwary@mstdn.science;3,43158396919856e+03;5,18863077249636e-05;6;50;245;458;499
nadiah.bsky.social;Dr Nadiah Kristensen ;modeller of ecology, evolution, and cooperation | she/her | 🐘 fediscience.org/@nadiah | nadiah.org ;3,62091139995473e+03;5,38248491571202e-05;5;43;101;180;23
lisawagner.bsky.social;Lisa Wagner;"Postdoc in personality, developmental, and educational psychology at University of Zurich (Jacobs Center for Productive Youth Development)
Interested in the development and the variability of temperament and personality, well-being, and open science";5,36222367182714e+02;4,47807910389381e-05;5;36;81;118;0
bugsinyourguts.bsky.social;Professor Lesley Hoyles;"And all this science I don't understand, it's just my job five days a week.

Professor of Microbiome and Systems Biology @ Nottingham Trent University. 🏳️‍🌈

Working predominantly on the human gut microbiota.

All views my own.";1,14146342562680e+03;6,97144966115757e-05;6;79;251;138;160
karthik-a.bsky.social;Karthik Anantharaman ;Associate Professor, UW-Madison. Interested in Microbial and Viral Ecology, Biogeochemistry, Metagenomics, Sulfur Metabolism🦠💻 Hero to a toddler • Metalhead • Views mine;6,63752068421916e+02;8,69654435221755e-05;6;91;278;186;10
